crop,year,season,state,area,production,fertilizer,pesticide,yield
rice,2007,Kharif     ,Uttar Pradesh,5690539.0,11731754,759117902.6,910486.24,1.962
rice,2007,Summer     ,Uttar Pradesh,18849.0,48358,2514456.6,3015.84,2.152142857
potato,2007,Kharif     ,Uttar Pradesh,18424.0,248042,2457761.6,2947.84,13.46731343
maize,2007,Kharif     ,Uttarakhand,28000.0,43659,3735200.0,4480.0,1.223846154
maize,2007,Summer     ,Uttarakhand,82.0,133,10938.8,13.12,1.636666667
potato,2007,Kharif     ,Uttarakhand,7539.0,72247,1005702.6,1206.24,9.379090909
potato,2007,Rabi       ,Uttarakhand,6693.0,53843,892846.2,1070.88,7.861538462
rice,2007,Kharif     ,Uttarakhand,259805.0,523203,34657987.0,41568.8,1.709230769
rice,2007,Summer     ,Uttarakhand,12364.0,41864,1649357.6,1978.24,3.423333333
maize,2007,Autumn     ,Jharkhand,76327.31,93851,10182063.15,12212.3696,1.367272727
potato,2007,Rabi       ,Jharkhand,16143.02,113147,2153478.868,2582.8832,7.252272727
potato,2007,Winter     ,Jharkhand,20307.19,159162,2708979.146,3249.1504,11.36809524
rice,2007,Autumn     ,Jharkhand,183323.17,163692,24455310.88,29331.7072,0.899047619
rice,2007,Winter     ,Jharkhand,1014731.14,1306932,135365134.1,162356.9824,1.306363636
maize,2008,Autumn     ,Bihar,244993.0,373167,35043798.72,22049.37,1.592631579
maize,2008,Rabi       ,Bihar,206266.0,726382,29504288.64,18563.94,3.186388889
maize,2008,Summer     ,Bihar,189214.0,615797,27065170.56,17029.26,3.203714286
potato,2008,Kharif     ,Bihar,60334.0,452453,8630175.36,5430.06,7.518157895
potato,2008,Rabi       ,Bihar,91591.0,488043,13101176.64,8243.19,5.246486486
rice,2008,Autumn     ,Bihar,546872.0,727414,78224570.88,49218.48,1.230344828
rice,2008,Summer     ,Bihar,105526.0,178240,15094439.04,9497.34,1.641
rice,2008,Winter     ,Bihar,2842875.0,4684328,406644840.0,255858.75,1.545789474
potato,2008,Kharif     ,Bihar,2437.0,33058,348588.48,219.33,13.83166667
potato,2008,Rabi       ,Bihar,1324.0,19474,189384.96,119.16,13.97842105
maize,2008,Kharif     ,Chhattisgarh,99375.0,139844,14214600.0,8943.75,1.263888889
potato,2008,Kharif     ,Chhattisgarh,690.0,2668,98697.6,62.1,1.342857143
potato,2008,Rabi       ,Chhattisgarh,10093.0,42582,1443702.72,908.37,4.63
rice,2008,Kharif     ,Chhattisgarh,3928815.0,4707499,561977697.6,353593.35,1.198333333
potato,2008,Whole Year ,Chhattisgarh,2683.0,14161,383776.32,241.47,5.593888889
maize,2008,Kharif     ,Gujarat,418900.0,602600,59919456.0,37701.0,1.478333333
potato,2008,Whole Year ,Gujarat,55800.0,1171400,7981632.0,5022.0,20.86636364
rice,2008,Kharif     ,Gujarat,722100.0,1225500,103289184.0,64989.0,1.615294118
rice,2008,Summer     ,Gujarat,25200.0,77400,3604608.0,2268.0,2.921111111
maize,2008,Kharif     ,Haryana,11769.0,25200,1683437.76,1059.21,1.152222222
potato,2008,Whole Year ,Haryana,11938.0,258600,1707611.52,1074.42,19.08769231
rice,2008,Kharif     ,Haryana,1211149.0,3299000,173242753.0,109003.41,2.569
potato,2008,Whole Year ,Haryana,83.0,1500,11872.32,7.47,12.0625
maize,2008,Kharif     ,Himachal Pradesh,297718.0,676644,42585582.72,26794.62,2.304166667
potato,2008,Kharif     ,Himachal Pradesh,7954.0,78928,1137740.16,715.86,11.051
potato,2008,Rabi       ,Himachal Pradesh,3889.0,24702,556282.56,350.01,4.299
rice,2008,Kharif     ,Himachal Pradesh,77709.0,118277,11115495.36,6993.81,1.6
maize,2008,Kharif     ,Madhya Pradesh,826722.0,1131782,118254314.9,74404.98,1.2356
potato,2008,Whole Year ,Madhya Pradesh,56301.0,649826,8053295.04,5067.09,11.0325
rice,2008,Kharif     ,Madhya Pradesh,1706557.0,1571103,244105913.3,153590.13,0.911020408
potato,2008,Whole Year ,Madhya Pradesh,3584.0,20770,512655.36,322.56,5.977446809
maize,2008,Kharif     ,Maharashtra,550100.0,1323000,78686304.0,49509.0,1.992222222
maize,2008,Rabi       ,Maharashtra,85900.0,206700,12287136.0,7731.0,2.3832
maize,2008,Summer     ,Maharashtra,9500.0,14500,1358880.0,855.0,1.381
rice,2008,Kharif     ,Maharashtra,1499500.0,2234300,214488480.0,134955.0,1.170740741
rice,2008,Summer     ,Maharashtra,22000.0,53200,3146880.0,1980.0,2.421111111
maize,2008,Kharif     ,Manipur,17980.0,32250,2571859.2,1618.2,1.724444444
maize,2008,Rabi       ,Manipur,2250.0,3130,321840.0,202.5,1.467777778
potato,2008,Whole Year ,Manipur,13000.0,108000,1859520.0,1170.0,8.165555556
rice,2008,Kharif     ,Manipur,210990.0,518250,30180009.6,18989.1,2.134444444
maize,2008,Kharif     ,Nagaland,63200.0,113760,9040128.0,5688.0,1.802727273
maize,2008,Rabi       ,Nagaland,1200.0,2160,171648.0,108.0,1.91
potato,2008,Kharif     ,Nagaland,2910.0,35790,416246.4,261.9,12.38272727
potato,2008,Rabi       ,Nagaland,2700.0,33350,386208.0,243.0,12.29
rice,2008,Kharif     ,Nagaland,173100.0,345090,24760224.0,15579.0,1.964545455
maize,2008,Kharif     ,Punjab,151000.0,514000,21599040.0,13590.0,3.419230769
rice,2008,Kharif     ,Punjab,2735000.0,11000000,391214400.0,246150.0,3.9855
maize,2008,Kharif     ,Tripura,2093.0,2046,299382.72,188.37,0.99
rice,2008,Kharif     ,Tripura,242966.0,627175,34753856.64,21866.94,2.525
maize,2008,Kharif     ,Uttar Pradesh,769793.0,1151245,110111190.7,69281.37,1.366764706
maize,2008,Rabi       ,Uttar Pradesh,3617.0,9495,517375.68,325.53,2.646086957
maize,2008,Summer     ,Uttar Pradesh,25472.0,38106,3643514.88,2292.48,1.505862069
potato,2008,Rabi       ,Uttar Pradesh,527347.0,10809926,75431714.88,47461.23,18.97342857
rice,2008,Kharif     ,Uttar Pradesh,6011761.0,13051365,859922293.4,541058.49,2.124428571
rice,2008,Summer     ,Uttar Pradesh,21621.0,45666,3092667.84,1945.89,2.095
potato,2008,Kharif     ,Uttar Pradesh,18376.0,225694,2628503.04,1653.84,12.27537313
maize,2008,Kharif     ,Uttarakhand,26780.0,36287,3830611.2,2410.2,1.197692308
maize,2008,Summer     ,Uttarakhand,92.0,150,13159.68,8.28,1.53
potato,2008,Kharif     ,Uttarakhand,7723.0,72666,1104697.92,695.07,10.52181818
potato,2008,Rabi       ,Uttarakhand,6266.0,67396,896288.64,563.94,9.419230769
rice,2008,Kharif     ,Uttarakhand,275711.0,528524,39437701.44,24813.99,1.627692308
rice,2008,Summer     ,Uttarakhand,12654.0,39797,1810028.16,1138.86,3.1
potato,2008,Rabi       ,Jammu and Kashmir,934.0,9338,133599.36,84.06,16.446
maize,2008,Autumn     ,Jharkhand,72914.37,77225,10429671.48,6562.2933,1.074166667
potato,2008,Rabi       ,Jharkhand,16032.93,107587,2293350.307,1442.9637,5.73375
potato,2008,Winter     ,Jharkhand,21288.72,138075,3045138.509,1915.9848,6.666190476
rice,2008,Autumn     ,Jharkhand,188422.33,162674,26951930.08,16958.0097,0.868695652
rice,2008,Winter     ,Jharkhand,1008437.16,1333906,144246851.4,90759.3444,1.39125
maize,2009,Autumn     ,Bihar,234920.0,401472,36605234.4,39936.4,1.760526316
maize,2009,Rabi       ,Bihar,209236.0,544140,32603153.52,35570.12,2.516
maize,2009,Summer     ,Bihar,196547.0,598834,30625953.54,33412.99,2.8075
rice,2009,Autumn     ,Bihar,525890.0,471321,81944179.8,89401.3,0.905666667
rice,2009,Summer     ,Bihar,95682.0,176656,14909169.24,16265.94,1.492083333
rice,2009,Winter     ,Bihar,2502458.0,2992233,389933005.6,425417.86,1.105526316
maize,2009,Kharif     ,Chhattisgarh,101721.0,145368,15850166.22,17292.57,1.412777778
potato,2009,Whole Year ,Chhattisgarh,12076.0,45830,1881682.32,2052.92,4.504666667
rice,2009,Kharif     ,Chhattisgarh,3837610.0,4347316,597976390.2,652393.7,1.106666667
potato,2009,Whole Year ,Chhattisgarh,2793.0,15042,435205.26,474.81,5.366470588
maize,2009,Kharif     ,Gujarat,411700.0,396600,64151094.0,69989.0,1.008
potato,2009,Whole Year ,Gujarat,47300.0,987900,7370286.0,8041.0,18.8975
rice,2009,Kharif     ,Gujarat,658500.0,1228400,102607470.0,111945.0,1.693529412
rice,2009,Summer     ,Gujarat,21000.0,64600,3272220.0,3570.0,3.034444444
maize,2009,Kharif     ,Haryana,12199.0,26000,1900848.18,2073.83,0.940555556
potato,2009,Whole Year ,Haryana,12269.0,136400,1911755.58,2085.73,17.30357143
rice,2009,Kharif     ,Haryana,1206435.0,3628000,187986701.7,205093.95,2.673809524
potato,2009,Whole Year ,Haryana,59.0,1100,9193.38,10.03,13.7
maize,2009,Kharif     ,Himachal Pradesh,290199.0,530224,45218808.18,49333.83,2.08
potato,2009,Kharif     ,Himachal Pradesh,6436.0,64758,1002857.52,1094.12,11.582
potato,2009,Rabi       ,Himachal Pradesh,3406.0,23611,530722.92,579.02,4.67
rice,2009,Kharif     ,Himachal Pradesh,76186.0,105787,11871302.52,12951.62,1.484545455
maize,2009,Kharif     ,Maharashtra,673000.0,1530600,104866860.0,114410.0,1.972962963
maize,2009,Rabi       ,Maharashtra,101400.0,267200,15800148.0,17238.0,1.9875
maize,2009,Summer     ,Maharashtra,20100.0,30200,3131982.0,3417.0,1.348235294
rice,2009,Kharif     ,Maharashtra,1450000.0,2138100,225939000.0,246500.0,1.106071429
rice,2009,Summer     ,Maharashtra,20600.0,47700,3209892.0,3502.0,2.251111111
maize,2009,Kharif     ,Manipur,18300.0,33950,2851506.0,3111.0,1.705555556
maize,2009,Rabi       ,Manipur,13500.0,23170,2103570.0,2295.0,1.673333333
potato,2009,Whole Year ,Manipur,13650.0,113860,2126943.0,2320.5,8.286666667
rice,2009,Kharif     ,Manipur,113890.0,265090,17746339.8,19361.3,1.923333333
maize,2009,Kharif     ,Nagaland,63100.0,65690,9832242.0,10727.0,1.037272727
maize,2009,Rabi       ,Nagaland,5000.0,7500,779100.0,850.0,1.51
potato,2009,Kharif     ,Nagaland,3030.0,28580,472134.6,515.1,9.416363636
potato,2009,Rabi       ,Nagaland,2950.0,36580,459669.0,501.5,12.39
rice,2009,Kharif     ,Nagaland,168570.0,240310,26266577.4,28656.9,1.393636364
maize,2009,Kharif     ,Punjab,139000.0,475000,21658980.0,23630.0,3.489166667
rice,2009,Kharif     ,Punjab,2802000.0,11236000,436607640.0,476340.0,3.9775
maize,2009,Kharif     ,Tripura,2018.0,2030,314444.76,343.06,1.0
rice,2009,Kharif     ,Tripura,245538.0,640010,38259731.16,41741.46,2.5225
maize,2009,Kharif     ,Uttar Pradesh,674808.0,982139,105148582.6,114717.36,1.431
maize,2009,Rabi       ,Uttar Pradesh,4636.0,14162,722381.52,788.12,3.032083333
maize,2009,Summer     ,Uttar Pradesh,29237.0,42540,4555709.34,4970.29,1.462833333
potato,2009,Rabi       ,Uttar Pradesh,540797.0,13447272,84266988.54,91935.49,24.02859155
rice,2009,Kharif     ,Uttar Pradesh,5148046.0,10714990,802168527.7,875167.82,2.00971831
rice,2009,Summer     ,Uttar Pradesh,24695.0,61514,3847974.9,4198.15,2.13
potato,2009,Kharif     ,Uttar Pradesh,16758.0,227909,2611231.56,2848.86,13.61098592
maize,2009,Kharif     ,Uttarakhand,26103.0,36088,4067369.46,4437.51,1.236153846
maize,2009,Rabi       ,Uttarakhand,63.0,103,9816.66,10.71,1.6
potato,2009,Kharif     ,Uttarakhand,10187.0,104530,1587338.34,1731.79,9.59
potato,2009,Rabi       ,Uttarakhand,5873.0,70526,915130.86,998.41,10.60615385
rice,2009,Kharif     ,Uttarakhand,270608.0,551716,42166138.56,46003.36,1.613846154
rice,2009,Rabi       ,Uttarakhand,13775.0,39300,2146420.5,2341.75,2.85
maize,2009,Autumn     ,Jharkhand,60448.0,54087,9419007.36,10276.16,0.947916667
potato,2009,Rabi       ,Jharkhand,18429.0,128117,2871606.78,3132.93,6.558333333
potato,2009,Winter     ,Jharkhand,19997.0,134624,3115932.54,3399.49,6.710434783
rice,2009,Autumn     ,Jharkhand,157262.0,87970,24504564.84,26734.54,0.515217391
rice,2009,Winter     ,Jharkhand,825787.0,504508,128674130.3,140383.79,0.58625
maize,2009,Autumn     ,West Bengal,36330.0,79299,5660940.6,6176.1,1.94
maize,2009,Rabi       ,West Bengal,23585.0,132526,3675014.7,4009.45,3.632727273
maize,2009,Summer     ,West Bengal,37801.0,173394,5890151.82,6426.17,2.912352941
potato,2009,Rabi       ,West Bengal,384451.0,13807997,59905154.82,65356.67,31.58888889
potato,2009,Summer     ,West Bengal,2430.0,30132,378642.6,413.1,12.4
rice,2009,Autumn     ,West Bengal,214062.0,466766,33355140.84,36390.54,2.095
rice,2009,Summer     ,West Bengal,1429703.0,4275871,222776321.5,243049.51,2.79
rice,2009,Winter     ,West Bengal,3986330.0,9597968,621149940.6,677676.1,2.346111111
maize,2009,Whole Year ,Madhya Pradesh,812456.0,1018820,126596893.9,138117.52,1.0752
potato,2009,Whole Year ,Madhya Pradesh,60052.0,737859,9357302.64,10208.84,11.0822449
rice,2009,Whole Year ,Madhya Pradesh,1593071.0,1355660,248232323.2,270822.07,0.906041667
potato,2009,Whole Year ,Madhya Pradesh,3497.0,20803,544902.54,594.49,6.02
maize,2010,Autumn     ,Bihar,234466.0,468518,38947147.26,56271.84,1.910789474
maize,2010,Rabi       ,Bihar,237723.0,922285,39488167.53,57053.52,3.635882353
maize,2010,Summer     ,Bihar,181513.0,717393,30151124.43,43563.12,3.725135135
rice,2010,Autumn     ,Bihar,495218.0,444042,82260661.98,118852.32,0.919642857
rice,2010,Summer     ,Bihar,84465.0,163031,14030481.15,20271.6,1.827916667
rice,2010,Winter     ,Bihar,2265685.0,2505545,376352935.3,543764.4,0.979210526
maize,2010,Kharif     ,Chhattisgarh,104861.0,190489,17418460.71,25166.64,1.733888889
potato,2010,Whole Year ,Chhattisgarh,11893.0,53440,1975546.23,2854.32,5.708235294
rice,2010,Kharif     ,Chhattisgarh,3937796.0,6637737,654107293.6,945071.04,1.702222222
potato,2010,Whole Year ,Chhattisgarh,2784.0,14038,462450.24,668.16,5.319411765
maize,2010,Kharif     ,Gujarat,422500.0,692100,70181475.0,101400.0,1.692631579
maize,2010,Rabi       ,Gujarat,110000.0,220000,18272100.0,26400.0,1.882307692
maize,2010,Summer     ,Gujarat,33000.0,66000,5481630.0,7920.0,2.00125
potato,2010,Whole Year ,Gujarat,55100.0,1282700,9152661.0,13224.0,21.58
rice,2010,Kharif     ,Gujarat,728300.0,1423800,120977913.0,174792.0,1.8275
rice,2010,Summer     ,Gujarat,79800.0,242000,13255578.0,19152.0,2.987777778
maize,2010,Kharif     ,Haryana,9662.0,19000,1604954.82,2318.88,0.8175
potato,2010,Whole Year ,Haryana,12412.0,280900,2061757.32,2978.88,21.70428571
rice,2010,Kharif     ,Haryana,1243281.0,3465000,206521406.9,298387.44,2.561428571
potato,2010,Whole Year ,Haryana,64.0,0,10631.04,15.36,0.0
maize,2010,Kharif     ,Himachal Pradesh,281664.0,641530,46787207.04,67599.36,2.593333333
potato,2010,Kharif     ,Himachal Pradesh,6411.0,64000,1064931.21,1538.64,10.688
potato,2010,Rabi       ,Himachal Pradesh,3423.0,23328,568594.53,821.52,4.835
rice,2010,Kharif     ,Himachal Pradesh,75426.0,110238,12529012.86,18102.24,1.561818182
maize,2010,Kharif     ,Madhya Pradesh,837865.0,1332205,139177755.1,201087.6,1.3712
potato,2010,Whole Year ,Madhya Pradesh,76482.0,655527,12704425.02,18355.68,9.318163265
rice,2010,Kharif     ,Madhya Pradesh,1573535.0,1766596,261379898.8,377648.4,1.211666667
potato,2010,Whole Year ,Madhya Pradesh,4278.0,17770,710618.58,1026.72,4.420208333
maize,2010,Kharif     ,Maharashtra,730600.0,2208900,121359966.0,175344.0,2.230769231
maize,2010,Rabi       ,Maharashtra,137600.0,361800,22856736.0,33024.0,2.514
maize,2010,Summer     ,Maharashtra,22300.0,31300,3704253.0,5352.0,1.26
rice,2010,Kharif     ,Maharashtra,1486200.0,2625100,246872682.0,356688.0,1.3116
rice,2010,Summer     ,Maharashtra,29500.0,65800,4900245.0,7080.0,2.388888889
maize,2010,Kharif     ,Manipur,18520.0,33510,3076357.2,4444.8,1.74
maize,2010,Rabi       ,Manipur,3850.0,8000,639523.5,924.0,2.051111111
potato,2010,Whole Year ,Manipur,13650.0,114000,2267401.5,3276.0,8.286666667
rice,2010,Kharif     ,Manipur,212680.0,480240,35328274.8,51043.2,1.945555556
maize,2010,Kharif     ,Mizoram,8721.0,13055,1448645.31,2093.04,1.62125
maize,2010,Rabi       ,Mizoram,284.0,445,47175.24,68.16,2.362
potato,2010,Kharif     ,Mizoram,415.0,3610,68935.65,99.6,6.7
potato,2010,Rabi       ,Mizoram,16.0,89,2657.76,3.84,5.56
rice,2010,Autumn     ,Mizoram,28562.0,26499,4744433.82,6854.88,0.92625
rice,2010,Kharif     ,Mizoram,12123.0,20697,2013751.53,2909.52,1.495
rice,2010,Rabi       ,Mizoram,7.0,6,1162.77,1.68,0.86
maize,2010,Kharif     ,Nagaland,63430.0,124200,10536357.3,15223.2,1.958181818
maize,2010,Rabi       ,Nagaland,5000.0,9800,830550.0,1200.0,1.956666667
potato,2010,Kharif     ,Nagaland,2750.0,34990,456802.5,660.0,12.74
potato,2010,Rabi       ,Nagaland,3500.0,43410,581385.0,840.0,12.40285714
rice,2010,Kharif     ,Nagaland,180060.0,378210,29909766.6,43214.4,2.051818182
rice,2010,Rabi       ,Nagaland,1330.0,3150,220926.3,319.2,2.38
maize,2010,Kharif     ,Punjab,133000.0,491000,22092630.0,31920.0,3.710909091
rice,2010,Kharif     ,Punjab,2831000.0,10837000,470257410.0,679440.0,3.834
maize,2010,Kharif     ,Tamil Nadu,230489.0,1027536,38286527.79,55317.36,4.527857143
rice,2010,Kharif     ,Tamil Nadu,1905726.0,5792415,316560145.9,457374.24,3.597419355
maize,2010,Kharif     ,Tripura,3101.0,4104,515107.11,744.24,1.3325
rice,2010,Kharif     ,Tripura,264558.0,702473,43945729.38,63493.92,2.5725
maize,2010,Kharif     ,Uttar Pradesh,718026.0,1052727,119271298.9,172326.24,1.40915493
maize,2010,Rabi       ,Uttar Pradesh,5492.0,16498,912276.12,1318.08,3.0012
maize,2010,Summer     ,Uttar Pradesh,30204.0,44279,5017186.44,7248.96,1.469285714
potato,2010,Rabi       ,Uttar Pradesh,556533.0,13576573,92445696.63,133567.92,22.96777778
rice,2010,Kharif     ,Uttar Pradesh,5631949.0,11938078,935523048.4,1351667.76,2.052916667
rice,2010,Summer     ,Uttar Pradesh,25121.0,54221,4172849.31,6029.04,2.032222222
potato,2010,Kharif     ,Uttar Pradesh,16779.0,206633,2787159.69,4026.96,12.29888889
maize,2010,Kharif     ,Uttarakhand,26193.0,40494,4350919.23,6286.32,1.386153846
maize,2010,Rabi       ,Uttarakhand,64.0,130,10631.04,15.36,1.896666667
potato,2010,Kharif     ,Uttarakhand,7578.0,72287,1258781.58,1818.72,8.47
potato,2010,Rabi       ,Uttarakhand,4793.0,60822,796165.23,1150.32,12.43307692
rice,2010,Kharif     ,Uttarakhand,270416.0,495083,44918801.76,64899.84,1.540769231
rice,2010,Rabi       ,Uttarakhand,15277.0,50503,2537662.47,3666.48,2.25
maize,2010,Kharif     ,Jammu and Kashmir,308215.0,527690,51197593.65,73971.6,1.5675
potato,2010,Kharif     ,Jammu and Kashmir,1180.0,6495,196009.8,283.2,6.053333333
potato,2010,Rabi       ,Jammu and Kashmir,1233.0,16702,204813.63,295.92,17.04
rice,2010,Kharif     ,Jammu and Kashmir,261347.0,507404,43412350.17,62723.28,1.874
potato,2010,Rabi       ,Jharkhand,18078.0,104669,3002936.58,4338.72,5.753333333
maize,2010,Autumn     ,West Bengal,32295.0,83580,5364522.45,7750.8,2.453846154
maize,2010,Rabi       ,West Bengal,17229.0,84356,2861909.19,4134.96,3.234545455
maize,2010,Summer     ,West Bengal,39124.0,184380,6498887.64,9389.76,2.883529412
potato,2010,Rabi       ,West Bengal,406349.0,13391235,67498632.39,97523.76,29.27833333
potato,2010,Summer     ,West Bengal,2440.0,29768,405308.4,585.6,12.2
rice,2010,Autumn     ,West Bengal,212132.0,453439,35237246.52,50911.68,2.081666667
rice,2010,Summer     ,West Bengal,1369892.0,4506848,227552760.1,328774.08,3.123888889
rice,2010,Winter     ,West Bengal,3362122.0,8429323,558482085.4,806909.28,2.487222222
maize,2011,Autumn     ,Bihar,263936.0,622416,44214558.72,87098.88,2.402432432
maize,2011,Rabi       ,Bihar,239586.0,1098173,40135446.72,79063.38,4.221764706
maize,2011,Summer     ,Bihar,193311.0,836474,32383458.72,63792.63,4.129166667
rice,2011,Autumn     ,Bihar,570397.0,914228,95552905.44,188231.01,1.546774194
rice,2011,Summer     ,Bihar,96160.0,182628,16108723.2,31732.8,1.736190476
rice,2011,Winter     ,Bihar,2684379.0,7141115,449687170.1,885845.07,2.491578947
maize,2011,Kharif     ,Chhattisgarh,107435.0,177805,17997511.2,35453.55,1.542592593
potato,2011,Kharif     ,Chhattisgarh,1847.0,9913,309409.44,609.51,6.5875
potato,2011,Rabi       ,Chhattisgarh,10371.0,55661,1737349.92,3422.43,6.285833333
rice,2011,Kharif     ,Chhattisgarh,3939826.0,6300825,659999651.5,1300142.58,1.527777778
potato,2011,Whole Year ,Chhattisgarh,2933.0,14958,491336.16,967.89,5.196666667
maize,2011,Kharif     ,Gujarat,387000.0,539400,64830240.0,127710.0,1.466
maize,2011,Rabi       ,Gujarat,106100.0,199900,17773872.0,35013.0,2.026363636
maize,2011,Summer     ,Gujarat,22800.0,47300,3819456.0,7524.0,1.792857143
potato,2011,Whole Year ,Gujarat,77800.0,1792300,13033056.0,25674.0,21.34230769
rice,2011,Kharif     ,Gujarat,751300.0,1521800,125857776.0,247929.0,1.951666667
rice,2011,Summer     ,Gujarat,84200.0,267900,14105184.0,27786.0,3.122222222
maize,2011,Kharif     ,Haryana,11045.0,30000,1850258.4,3644.85,1.145
potato,2011,Whole Year ,Haryana,12074.0,263000,2022636.48,3984.42,20.60733333
rice,2011,Kharif     ,Haryana,1234094.0,3574300,206735426.9,407251.02,2.63047619
potato,2011,Whole Year ,Haryana,37.0,0,6198.24,12.21,0.0
maize,2011,Kharif     ,Himachal Pradesh,290241.0,612701,48621172.32,95779.53,2.435
potato,2011,Kharif     ,Himachal Pradesh,6423.0,63593,1075980.96,2119.59,11.144
potato,2011,Rabi       ,Himachal Pradesh,3431.0,23799,574761.12,1132.23,4.865
rice,2011,Kharif     ,Himachal Pradesh,75043.0,108648,12571203.36,24764.19,1.545454545
maize,2011,Kharif     ,Madhya Pradesh,848894.0,1316635,142206722.9,280135.02,1.111428571
potato,2011,Whole Year ,Madhya Pradesh,83912.0,1028929,14056938.24,27690.96,11.689375
rice,2011,Kharif     ,Madhya Pradesh,1693231.0,2273045,283650057.1,558766.23,1.400416667
potato,2011,Whole Year ,Madhya Pradesh,4924.0,22878,824868.48,1624.92,5.097111111
maize,2011,Kharif     ,Maharashtra,736200.0,2126700,123328224.0,242946.0,2.101851852
maize,2011,Rabi       ,Maharashtra,116200.0,294500,19465824.0,38346.0,2.656666667
maize,2011,Summer     ,Maharashtra,24900.0,36400,4171248.0,8217.0,1.311666667
rice,2011,Kharif     ,Maharashtra,1516400.0,2784600,254027328.0,500412.0,1.319642857
rice,2011,Summer     ,Maharashtra,27800.0,64300,4657056.0,9174.0,2.427777778
maize,2011,Kharif     ,Manipur,20000.0,35500,3350400.0,6600.0,1.696666667
maize,2011,Rabi       ,Manipur,4850.0,10500,812472.0,1600.5,2.156666667
potato,2011,Whole Year ,Manipur,14400.0,122000,2412288.0,4752.0,8.478888889
rice,2011,Kharif     ,Manipur,223670.0,591000,37469198.4,73811.1,2.34
maize,2011,Kharif     ,Mizoram,6696.0,8130,1121713.92,2209.68,1.32
maize,2011,Rabi       ,Mizoram,209.0,268,35011.68,68.97,1.326666667
potato,2011,Kharif     ,Mizoram,319.0,2335,53438.88,105.27,5.87
potato,2011,Rabi       ,Mizoram,90.0,534,15076.8,29.7,5.865
rice,2011,Autumn     ,Mizoram,25826.0,26644,4326371.52,8522.58,1.04125
rice,2011,Kharif     ,Mizoram,12700.0,25304,2127504.0,4191.0,2.03125
rice,2011,Rabi       ,Mizoram,450.0,947,75384.0,148.5,2.3775
maize,2011,Kharif     ,Nagaland,63500.0,124460,10637520.0,20955.0,1.954545455
maize,2011,Rabi       ,Nagaland,5020.0,9840,840950.4,1656.6,1.956666667
potato,2011,Rabi       ,Nagaland,6510.0,58780,1090555.2,2148.3,9.018181818
rice,2011,Kharif     ,Nagaland,179050.0,376390,29994456.0,59086.5,2.049090909
rice,2011,Rabi       ,Nagaland,2530.0,5990,423825.6,834.9,2.34
potato,2011,Kharif     ,Nagaland,1150.0,9710,192648.0,379.5,8.441818182
maize,2011,Kharif     ,Punjab,126000.0,502000,21107520.0,41580.0,4.359090909
rice,2011,Kharif     ,Punjab,2818000.0,10542000,472071360.0,929940.0,3.7495
maize,2011,Kharif     ,Tripura,3743.0,5058,627027.36,1235.19,1.3375
rice,2011,Kharif     ,Tripura,265999.0,718304,44560152.48,87779.67,2.63
maize,2011,Kharif     ,Uttar Pradesh,745217.0,1232077,124838751.8,245921.61,1.535352113
maize,2011,Rabi       ,Uttar Pradesh,8864.0,21143,1484897.28,2925.12,2.371153846
maize,2011,Summer     ,Uttar Pradesh,33320.0,55078,5581766.4,10995.6,1.666065574
potato,2011,Rabi       ,Uttar Pradesh,557779.0,12316103,93439138.08,184067.07,21.50819444
rice,2011,Kharif     ,Uttar Pradesh,5922643.0,13962896,992161155.4,1954472.19,2.294444444
rice,2011,Summer     ,Uttar Pradesh,23642.0,59496,3960507.84,7801.86,2.335909091
potato,2011,Kharif     ,Uttar Pradesh,17395.0,226031,2914010.4,5740.35,12.99478261
maize,2011,Kharif     ,Uttarakhand,25472.0,38284,4267069.44,8405.76,1.37
maize,2011,Summer     ,Uttarakhand,47.0,94,7873.44,15.51,1.873333333
potato,2011,Kharif     ,Uttarakhand,7623.0,78490,1277004.96,2515.59,9.606363636
potato,2011,Rabi       ,Uttarakhand,4642.0,55998,777627.84,1531.86,11.08923077
rice,2011,Kharif     ,Uttarakhand,261319.0,544497,43776158.88,86235.27,1.684615385
rice,2011,Summer     ,Uttarakhand,13680.0,45267,2291673.6,4514.4,3.31
maize,2011,Autumn     ,Jharkhand,65931.0,92140,11044761.12,21757.23,1.34625
potato,2011,Rabi       ,Jharkhand,16213.0,119875,2716001.76,5350.29,7.81625
potato,2011,Winter     ,Jharkhand,21703.0,186886,3635686.56,7161.99,7.600909091
rice,2011,Autumn     ,Jharkhand,150654.0,126012,25237558.08,49715.82,0.79173913
rice,2011,Winter     ,Jharkhand,832047.0,1250312,139384513.4,274575.51,1.554166667
maize,2011,Autumn     ,West Bengal,34052.0,77279,5704391.04,11237.16,2.037272727
maize,2011,Rabi       ,West Bengal,22614.0,107784,3788297.28,7462.62,3.447272727
maize,2011,Summer     ,West Bengal,41172.0,179065,6897133.44,13586.76,2.755555556
potato,2011,Rabi       ,West Bengal,376751.0,9693330,63113327.52,124327.83,26.11722222
potato,2011,Summer     ,West Bengal,2455.0,29706,411261.6,810.15,12.1
rice,2011,Autumn     ,West Bengal,212971.0,471282,35676901.92,70280.43,2.072222222
rice,2011,Summer     ,West Bengal,1221076.0,3875100,204554651.5,402955.08,3.035
rice,2011,Winter     ,West Bengal,3999653.0,10259384,670021870.6,1319885.49,2.475555556
