Unnamed: 0,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
16997,Japan,rice,2010,65135,1668.0,55576.0,15.87
16998,Japan,rice,2010,65135,1668.0,55576.0,13.82
17005,Japan,potato,2010,217531,1668.0,55576.0,16.12
17006,Japan,potato,2010,217531,1668.0,55576.0,13.82
17007,Japan,potato,2010,217531,1668.0,55576.0,16.01
17008,Japan,potato,2010,217531,1668.0,55576.0,15.8
17009,Japan,potato,2010,217531,1668.0,55576.0,15.87
17010,Japan,potato,2010,217531,1668.0,55576.0,13.82
17023,Japan,maize,2011,25797,1668.0,51796.3,15.71
17024,Japan,maize,2011,25797,1668.0,51796.3,13.32
17025,Japan,maize,2011,25797,1668.0,51796.3,15.62
17026,Japan,maize,2011,25797,1668.0,51796.3,15.38
17027,Japan,maize,2011,25797,1668.0,51796.3,15.43
17028,Japan,maize,2011,25797,1668.0,51796.3,13.32
17029,Japan,potato,2011,294691,1668.0,51796.3,15.71
17030,Japan,potato,2011,294691,1668.0,51796.3,13.32
17031,Japan,potato,2011,294691,1668.0,51796.3,15.62
17032,Japan,potato,2011,294691,1668.0,51796.3,15.38
17033,Japan,potato,2011,294691,1668.0,51796.3,15.43
17034,Japan,potato,2011,294691,1668.0,51796.3,13.32
17035,Japan,rice,2011,66624,1668.0,51796.3,15.71
17036,Japan,rice,2011,66624,1668.0,51796.3,13.32
17037,Japan,rice,2011,66624,1668.0,51796.3,15.62
17038,Japan,rice,2011,66624,1668.0,51796.3,15.38
17039,Japan,rice,2011,66624,1668.0,51796.3,15.43
17040,Japan,rice,2011,66624,1668.0,51796.3,13.32
17047,Japan,potato,2011,227738,1668.0,51796.3,15.71
17048,Japan,potato,2011,227738,1668.0,51796.3,13.32
17049,Japan,potato,2011,227738,1668.0,51796.3,15.62
17050,Japan,potato,2011,227738,1668.0,51796.3,15.38
17051,Japan,potato,2011,227738,1668.0,51796.3,15.43
17052,Japan,potato,2011,227738,1668.0,51796.3,13.32
17065,Japan,maize,2012,26154,1668.0,54716.4,15.53
17066,Japan,maize,2012,26154,1668.0,54716.4,13.11
17067,Japan,maize,2012,26154,1668.0,54716.4,15.54
17068,Japan,maize,2012,26154,1668.0,54716.4,15.14
17069,Japan,maize,2012,26154,1668.0,54716.4,15.21
17070,Japan,maize,2012,26154,1668.0,54716.4,13.11
17071,Japan,potato,2012,307882,1668.0,54716.4,15.53
17072,Japan,potato,2012,307882,1668.0,54716.4,13.11
17073,Japan,potato,2012,307882,1668.0,54716.4,15.54
17074,Japan,potato,2012,307882,1668.0,54716.4,15.14
17075,Japan,potato,2012,307882,1668.0,54716.4,15.21
17076,Japan,potato,2012,307882,1668.0,54716.4,13.11
17077,Japan,rice,2012,67388,1668.0,54716.4,15.53
17078,Japan,rice,2012,67388,1668.0,54716.4,13.11
17079,Japan,rice,2012,67388,1668.0,54716.4,15.54
17080,Japan,rice,2012,67388,1668.0,54716.4,15.14
17081,Japan,rice,2012,67388,1668.0,54716.4,15.21
17082,Japan,rice,2012,67388,1668.0,54716.4,13.11
17089,Japan,potato,2012,225747,1668.0,54716.4,15.53
17090,Japan,potato,2012,225747,1668.0,54716.4,13.11
17091,Japan,potato,2012,225747,1668.0,54716.4,15.54
17092,Japan,potato,2012,225747,1668.0,54716.4,15.14
17093,Japan,potato,2012,225747,1668.0,54716.4,15.21
17094,Japan,potato,2012,225747,1668.0,54716.4,13.11
17107,Japan,maize,2013,27273,1668.0,52794.3,16.54
17108,Japan,maize,2013,27273,1668.0,52794.3,13.91
17109,Japan,maize,2013,27273,1668.0,52794.3,16.3
17110,Japan,maize,2013,27273,1668.0,52794.3,16.0
17111,Japan,maize,2013,27273,1668.0,52794.3,16.02
17112,Japan,maize,2013,27273,1668.0,52794.3,13.91
17113,Japan,potato,2013,302133,1668.0,52794.3,16.54
17114,Japan,potato,2013,302133,1668.0,52794.3,13.91
17115,Japan,potato,2013,302133,1668.0,52794.3,16.3
17116,Japan,potato,2013,302133,1668.0,52794.3,16.0
17117,Japan,potato,2013,302133,1668.0,52794.3,16.02
17118,Japan,potato,2013,302133,1668.0,52794.3,13.91
17119,Japan,rice,2013,67280,1668.0,52794.3,16.54
17120,Japan,rice,2013,67280,1668.0,52794.3,13.91
17121,Japan,rice,2013,67280,1668.0,52794.3,16.3
17122,Japan,rice,2013,67280,1668.0,52794.3,16.0
17123,Japan,rice,2013,67280,1668.0,52794.3,16.02
17124,Japan,rice,2013,67280,1668.0,52794.3,13.91
17131,Japan,potato,2013,244119,1668.0,52794.3,16.54
17132,Japan,potato,2013,244119,1668.0,52794.3,13.91
17133,Japan,potato,2013,244119,1668.0,52794.3,16.3
17134,Japan,potato,2013,244119,1668.0,52794.3,16.0
17135,Japan,potato,2013,244119,1668.0,52794.3,16.02
17136,Japan,potato,2013,244119,1668.0,52794.3,13.91
17149,Kazakhstan,maize,1992,31214,250.0,17182.0,6.2
17150,Kazakhstan,maize,1992,31214,250.0,17182.0,2.78
17151,Kazakhstan,potato,1992,105923,250.0,17182.0,6.2
17152,Kazakhstan,potato,1992,105923,250.0,17182.0,2.78
17153,Kazakhstan,rice,1992,39915,250.0,17182.0,6.2
17154,Kazakhstan,rice,1992,39915,250.0,17182.0,2.78
17161,Kazakhstan,maize,1993,32677,250.0,17182.0,5.51
17162,Kazakhstan,maize,1993,32677,250.0,17182.0,1.63
17163,Kazakhstan,potato,1993,96200,250.0,17182.0,5.51
17164,Kazakhstan,potato,1993,96200,250.0,17182.0,1.63
17165,Kazakhstan,rice,1993,36871,250.0,17182.0,5.51
17166,Kazakhstan,rice,1993,36871,250.0,17182.0,1.63
17173,Kazakhstan,maize,1994,22387,250.0,17182.0,6.04
17174,Kazakhstan,maize,1994,22387,250.0,17182.0,3.12
17175,Kazakhstan,potato,1994,95739,250.0,17182.0,6.04
17176,Kazakhstan,potato,1994,95739,250.0,17182.0,3.12
17177,Kazakhstan,rice,1994,27937,250.0,17182.0,6.04
17178,Kazakhstan,rice,1994,27937,250.0,17182.0,3.12
17185,Kazakhstan,maize,1995,19316,250.0,13535.0,6.53
17186,Kazakhstan,maize,1995,19316,250.0,13535.0,4.33
17187,Kazakhstan,potato,1995,84589,250.0,13535.0,6.53
17188,Kazakhstan,potato,1995,84589,250.0,13535.0,4.33
17189,Kazakhstan,rice,1995,21932,250.0,13535.0,6.53
17190,Kazakhstan,rice,1995,21932,250.0,13535.0,4.33
17197,Kazakhstan,maize,1996,16795,250.0,13047.0,5.98
17198,Kazakhstan,maize,1996,16795,250.0,13047.0,1.61
17199,Kazakhstan,potato,1996,88347,250.0,13047.0,5.98
17200,Kazakhstan,potato,1996,88347,250.0,13047.0,1.61
17201,Kazakhstan,rice,1996,26155,250.0,13047.0,5.98
17202,Kazakhstan,rice,1996,26155,250.0,13047.0,1.61
17209,Kazakhstan,maize,1997,18136,250.0,8112.0,7.53
17210,Kazakhstan,maize,1997,18136,250.0,8112.0,4.52
17211,Kazakhstan,potato,1997,84078,250.0,8112.0,7.53
17212,Kazakhstan,potato,1997,84078,250.0,8112.0,4.52
17213,Kazakhstan,rice,1997,30765,250.0,8112.0,7.53
17214,Kazakhstan,rice,1997,30765,250.0,8112.0,4.52
17221,Kazakhstan,maize,1998,26780,250.0,6416.14,6.94
17222,Kazakhstan,maize,1998,26780,250.0,6416.14,3.25
17223,Kazakhstan,potato,1998,76679,250.0,6416.14,6.94
17224,Kazakhstan,potato,1998,76679,250.0,6416.14,3.25
17225,Kazakhstan,rice,1998,32162,250.0,6416.14,6.94
17226,Kazakhstan,rice,1998,32162,250.0,6416.14,3.25
17233,Kazakhstan,maize,1999,30168,250.0,4720.28,7.09
17234,Kazakhstan,maize,1999,30168,250.0,4720.28,3.73
17235,Kazakhstan,potato,1999,107532,250.0,4720.28,7.09
17236,Kazakhstan,potato,1999,107532,250.0,4720.28,3.73
17237,Kazakhstan,rice,1999,28070,250.0,4720.28,7.09
17238,Kazakhstan,rice,1999,28070,250.0,4720.28,3.73
17245,Kazakhstan,maize,2000,33350,250.0,3024.42,7.26
17246,Kazakhstan,maize,2000,33350,250.0,3024.42,3.23
17247,Kazakhstan,potato,2000,106383,250.0,3024.42,7.26
17248,Kazakhstan,potato,2000,106383,250.0,3024.42,3.23
17249,Kazakhstan,rice,2000,29723,250.0,3024.42,7.26
17250,Kazakhstan,rice,2000,29723,250.0,3024.42,3.23
17257,Kazakhstan,maize,2001,37125,250.0,3007.26,7.23
17258,Kazakhstan,maize,2001,37125,250.0,3007.26,3.85
17259,Kazakhstan,potato,2001,132897,250.0,3007.26,7.23
17260,Kazakhstan,potato,2001,132897,250.0,3007.26,3.85
17261,Kazakhstan,rice,2001,28714,250.0,3007.26,7.23
17262,Kazakhstan,rice,2001,28714,250.0,3007.26,3.85
17269,Kazakhstan,maize,2002,41370,250.0,3361.84,7.4
17270,Kazakhstan,maize,2002,41370,250.0,3361.84,4.77
17271,Kazakhstan,potato,2002,139278,250.0,3361.84,7.4
17272,Kazakhstan,potato,2002,139278,250.0,3361.84,4.77
17273,Kazakhstan,rice,2002,30288,250.0,3361.84,7.4
17274,Kazakhstan,rice,2002,30288,250.0,3361.84,4.77
17281,Kazakhstan,maize,2004,44575,250.0,3802.92,7.52
17282,Kazakhstan,maize,2004,44575,250.0,3802.92,4.18
17283,Kazakhstan,potato,2004,134485,250.0,3802.92,7.52
17284,Kazakhstan,potato,2004,134485,250.0,3802.92,4.18
17285,Kazakhstan,rice,2004,34182,250.0,3802.92,7.52
17286,Kazakhstan,rice,2004,34182,250.0,3802.92,4.18
17293,Kazakhstan,maize,2005,41546,250.0,3666.62,7.07
17294,Kazakhstan,maize,2005,41546,250.0,3666.62,4.0
17295,Kazakhstan,potato,2005,150135,250.0,3666.62,7.07
17296,Kazakhstan,potato,2005,150135,250.0,3666.62,4.0
17297,Kazakhstan,rice,2005,33518,250.0,3666.62,7.07
17298,Kazakhstan,rice,2005,33518,250.0,3666.62,4.0
17305,Kazakhstan,maize,2006,46317,250.0,3926.27,7.65
17306,Kazakhstan,maize,2006,46317,250.0,3926.27,3.88
17307,Kazakhstan,potato,2006,153851,250.0,3926.27,7.65
17308,Kazakhstan,potato,2006,153851,250.0,3926.27,3.88
17309,Kazakhstan,rice,2006,32966,250.0,3926.27,7.65
17310,Kazakhstan,rice,2006,32966,250.0,3926.27,3.88
17317,Kazakhstan,maize,2007,45636,250.0,5575.89,7.78
17318,Kazakhstan,maize,2007,45636,250.0,5575.89,4.14
17319,Kazakhstan,potato,2007,155792,250.0,5575.89,7.78
17320,Kazakhstan,potato,2007,155792,250.0,5575.89,4.14
17321,Kazakhstan,rice,2007,33678,250.0,5575.89,7.78
17322,Kazakhstan,rice,2007,33678,250.0,5575.89,4.14
17329,Kazakhstan,maize,2008,44042,250.0,7044.9,7.25
17330,Kazakhstan,maize,2008,44042,250.0,7044.9,4.19
17331,Kazakhstan,potato,2008,144356,250.0,7044.9,7.25
17332,Kazakhstan,potato,2008,144356,250.0,7044.9,4.19
17333,Kazakhstan,rice,2008,33736,250.0,7044.9,7.25
17334,Kazakhstan,rice,2008,33736,250.0,7044.9,4.19
17341,Kazakhstan,maize,2009,47500,250.0,8716.14,6.77
17342,Kazakhstan,maize,2009,47500,250.0,8716.14,3.03
17343,Kazakhstan,potato,2009,162092,250.0,8716.14,6.77
17344,Kazakhstan,potato,2009,162092,250.0,8716.14,3.03
17345,Kazakhstan,rice,2009,35323,250.0,8716.14,6.77
17346,Kazakhstan,rice,2009,35323,250.0,8716.14,3.03
17353,Kazakhstan,maize,2010,48331,250.0,6283.85,6.96
17354,Kazakhstan,maize,2010,48331,250.0,6283.85,2.95
17355,Kazakhstan,potato,2010,143194,250.0,6283.85,6.96
17356,Kazakhstan,potato,2010,143194,250.0,6283.85,2.95
17357,Kazakhstan,rice,2010,39697,250.0,6283.85,6.96
17358,Kazakhstan,rice,2010,39697,250.0,6283.85,2.95
17365,Kazakhstan,maize,2011,49864,250.0,10656.6,6.54
17366,Kazakhstan,maize,2011,49864,250.0,10656.6,2.67
17367,Kazakhstan,potato,2011,167176,250.0,10656.6,6.54
17368,Kazakhstan,potato,2011,167176,250.0,10656.6,2.67
17369,Kazakhstan,rice,2011,37152,250.0,10656.6,6.54
17370,Kazakhstan,rice,2011,37152,250.0,10656.6,2.67
17377,Kazakhstan,maize,2012,51877,250.0,8674.58,6.07
17378,Kazakhstan,maize,2012,51877,250.0,8674.58,2.5
17379,Kazakhstan,potato,2012,165927,250.0,8674.58,6.07
17380,Kazakhstan,potato,2012,165927,250.0,8674.58,2.5
17381,Kazakhstan,rice,2012,37712,250.0,8674.58,6.07
17382,Kazakhstan,rice,2012,37712,250.0,8674.58,2.5
17389,Kazakhstan,maize,2013,52779,250.0,8738.38,8.71
17390,Kazakhstan,maize,2013,52779,250.0,8738.38,5.49
17391,Kazakhstan,potato,2013,181522,250.0,8738.38,8.71
17392,Kazakhstan,potato,2013,181522,250.0,8738.38,5.49
17393,Kazakhstan,rice,2013,38500,250.0,8738.38,8.71
17394,Kazakhstan,rice,2013,38500,250.0,8738.38,5.49
17402,Kenya,maize,1990,16591,630.0,3469.0,15.94
17404,Kenya,potato,1990,88655,630.0,3469.0,15.94
17405,Kenya,rice,1990,30984,630.0,3469.0,15.94
17408,Kenya,potato,1990,99153,630.0,3469.0,15.94
17412,Kenya,maize,1991,18321,630.0,3469.0,16.26
17414,Kenya,potato,1991,113356,630.0,3469.0,16.26
17415,Kenya,rice,1991,38846,630.0,3469.0,16.26
17418,Kenya,potato,1991,109373,630.0,3469.0,16.26
17422,Kenya,maize,1992,17271,630.0,3469.0,16.34
17424,Kenya,potato,1992,92975,630.0,3469.0,16.34
17425,Kenya,rice,1992,35362,630.0,3469.0,16.34
17428,Kenya,potato,1992,67531,630.0,3469.0,16.34
17432,Kenya,maize,1993,15549,630.0,3469.0,16.36
17434,Kenya,potato,1993,117490,630.0,3469.0,16.36
17435,Kenya,rice,1993,41483,630.0,3469.0,16.36
17438,Kenya,potato,1993,96271,630.0,3469.0,16.36
17442,Kenya,maize,1994,20400,630.0,3469.0,16.58
17444,Kenya,potato,1994,97108,630.0,3469.0,16.58
17445,Kenya,rice,1994,43559,630.0,3469.0,16.58
17448,Kenya,potato,1994,104396,630.0,3469.0,16.58
17452,Kenya,maize,1995,18759,630.0,4607.0,16.52
17454,Kenya,potato,1995,96575,630.0,4607.0,16.52
17455,Kenya,rice,1995,40000,630.0,4607.0,16.52
17458,Kenya,potato,1995,100712,630.0,4607.0,16.52
17462,Kenya,maize,1996,14506,630.0,6344.0,16.44
17464,Kenya,potato,1996,75918,630.0,6344.0,16.44
17465,Kenya,rice,1996,40000,630.0,6344.0,16.44
17468,Kenya,potato,1996,79880,630.0,6344.0,16.44
17472,Kenya,maize,1997,14713,630.0,5172.0,16.77
17474,Kenya,potato,1997,70425,630.0,5172.0,16.77
17475,Kenya,rice,1997,39724,630.0,5172.0,16.77
17478,Kenya,potato,1997,111359,630.0,5172.0,16.77
17482,Kenya,maize,1998,16697,630.0,4114.0,16.53
17484,Kenya,potato,1998,75177,630.0,4114.0,16.53
17485,Kenya,rice,1998,48419,630.0,4114.0,16.53
17488,Kenya,potato,1998,80590,630.0,4114.0,16.53
17492,Kenya,maize,1999,14817,630.0,3056.0,16.7
17494,Kenya,potato,1999,91410,630.0,3056.0,16.7
17495,Kenya,rice,1999,39845,630.0,3056.0,16.7
17498,Kenya,potato,1999,105824,630.0,3056.0,16.7
17502,Kenya,maize,2000,14400,630.0,1998.0,16.73
17504,Kenya,potato,2000,61770,630.0,1998.0,16.73
17505,Kenya,rice,2000,37710,630.0,1998.0,16.73
17508,Kenya,potato,2000,88375,630.0,1998.0,16.73
17512,Kenya,maize,2001,17012,630.0,1578.0,16.1
17514,Kenya,potato,2001,91596,630.0,1578.0,16.1
17515,Kenya,rice,2001,34091,630.0,1578.0,16.1
17518,Kenya,potato,2001,90000,630.0,1578.0,16.1
17522,Kenya,maize,2002,15126,630.0,1578.0,16.61
17524,Kenya,potato,2002,77113,630.0,1578.0,16.61
17525,Kenya,rice,2002,34615,630.0,1578.0,16.61
17528,Kenya,potato,2002,85000,630.0,1578.0,16.61
17532,Kenya,maize,2004,19293,630.0,1578.0,16.92
17534,Kenya,potato,2004,84401,630.0,1578.0,16.92
17535,Kenya,rice,2004,37280,630.0,1578.0,16.92
17538,Kenya,potato,2004,94116,630.0,1578.0,16.92
17542,Kenya,maize,2005,16405,630.0,1578.0,17.28
17544,Kenya,potato,2005,200000,630.0,1578.0,17.28
17545,Kenya,rice,2005,39321,630.0,1578.0,17.28
17548,Kenya,potato,2005,109577,630.0,1578.0,17.28
17552,Kenya,maize,2006,17197,630.0,1578.0,16.92
17554,Kenya,potato,2006,200000,630.0,1578.0,16.92
17555,Kenya,rice,2006,28062,630.0,1578.0,16.92
17558,Kenya,potato,2006,96701,630.0,1578.0,16.92
17562,Kenya,maize,2007,18132,630.0,1578.0,16.6
17564,Kenya,potato,2007,200000,630.0,1578.0,16.6
17565,Kenya,rice,2007,28715,630.0,1578.0,16.6
17568,Kenya,potato,2007,132796,630.0,1578.0,16.6
17572,Kenya,maize,2008,13925,630.0,1578.0,16.66
17574,Kenya,potato,2008,214815,630.0,1578.0,16.66
17575,Kenya,rice,2008,13076,630.0,1578.0,16.66
17578,Kenya,potato,2008,142515,630.0,1578.0,16.66
17582,Kenya,maize,2009,12943,630.0,1578.0,17.3
17584,Kenya,potato,2009,191199,630.0,1578.0,17.3
17585,Kenya,rice,2009,19333,630.0,1578.0,17.3
17588,Kenya,potato,2009,132895,630.0,1578.0,17.3
17592,Kenya,maize,2010,17251,630.0,1578.0,16.82
17594,Kenya,potato,2010,224279,630.0,1578.0,16.82
17595,Kenya,rice,2010,42384,630.0,1578.0,16.82
17598,Kenya,potato,2010,99739,630.0,1578.0,16.82
17602,Kenya,maize,2011,15840,630.0,1578.0,16.9
17604,Kenya,potato,2011,191690,630.0,1578.0,16.9
17605,Kenya,rice,2011,39676,630.0,1578.0,16.9
17608,Kenya,potato,2011,122689,630.0,1578.0,16.9
17612,Kenya,maize,2012,17366,630.0,1578.0,16.84
17614,Kenya,potato,2012,203389,630.0,1578.0,16.84
17615,Kenya,rice,2012,46643,630.0,1578.0,16.84
17618,Kenya,potato,2012,128346,630.0,1578.0,16.84
17622,Kenya,maize,2013,16922,630.0,1578.0,16.91
17624,Kenya,potato,2013,144262,630.0,1578.0,16.91
17625,Kenya,rice,2013,39955,630.0,1578.0,16.91
17628,Kenya,potato,2013,124706,630.0,1578.0,16.91
17631,Latvia,potato,1992,120475,641.0,1005.0,6.89
17633,Latvia,potato,1993,145006,641.0,476.0,5.58
17635,Latvia,potato,1994,129963,641.0,294.0,5.87
17637,Latvia,potato,1995,114701,641.0,358.0,6.54
17639,Latvia,potato,1996,137471,641.0,361.0,4.9
17641,Latvia,potato,1997,135948,641.0,334.0,6.17
17643,Latvia,potato,1998,118044,641.0,369.0,5.95
17645,Latvia,potato,1999,158782,641.0,326.86,7.07
17647,Latvia,potato,2000,145634,641.0,284.72,7.47
17649,Latvia,potato,2001,111670,641.0,367.4,6.5
17651,Latvia,potato,2002,143358,641.0,335.31,6.83
17653,Latvia,potato,2004,128507,641.0,594.46,6.28
17655,Latvia,potato,2005,145942,641.0,723.54,6.3
17657,Latvia,potato,2006,122151,641.0,743.57,6.95
17659,Latvia,potato,2007,159330,641.0,1113.49,7.25
17661,Latvia,potato,2008,178148,641.0,1033.0,7.67
17663,Latvia,potato,2009,175133,641.0,881.2,6.51
17665,Latvia,potato,2010,160797,641.0,1027.5,5.67
17667,Latvia,potato,2011,168013,641.0,1070.5,7.25
17669,Latvia,potato,2012,191099,641.0,1396.96,5.96
17671,Latvia,potato,2013,181648,641.0,1250.0,7.25
17673,Lebanon,maize,1990,16910,661.0,1221.0,19.4
17674,Lebanon,potato,1990,180927,661.0,1221.0,19.4
17677,Lebanon,maize,1991,17467,661.0,1221.0,19.31
17678,Lebanon,potato,1991,201527,661.0,1221.0,19.31
17681,Lebanon,maize,1992,18715,661.0,1221.0,18.18
17682,Lebanon,potato,1992,210345,661.0,1221.0,18.18
17685,Lebanon,maize,1993,18919,661.0,1221.0,19.14
17686,Lebanon,potato,1993,203846,661.0,1221.0,19.14
17689,Lebanon,maize,1994,20288,661.0,1221.0,19.93
17690,Lebanon,potato,1994,234268,661.0,1221.0,19.93
17693,Lebanon,maize,1995,23269,661.0,1221.0,19.35
17694,Lebanon,potato,1995,238774,661.0,1221.0,19.35
17697,Lebanon,maize,1996,23461,661.0,1221.0,19.65
17698,Lebanon,potato,1996,241493,661.0,1221.0,19.65
17701,Lebanon,maize,1997,31111,661.0,1816.0,18.99
17702,Lebanon,potato,1997,220000,661.0,1816.0,18.99
17705,Lebanon,maize,1998,50000,661.0,1816.0,20.19
17706,Lebanon,potato,1998,200000,661.0,1816.0,20.19
17709,Lebanon,maize,1999,57143,661.0,1816.0,20.25
17710,Lebanon,potato,1999,190270,661.0,1816.0,20.25
17713,Lebanon,maize,2000,38889,661.0,1816.0,19.65
17714,Lebanon,potato,2000,213178,661.0,1816.0,19.65
17717,Lebanon,maize,2001,43231,661.0,1816.0,20.29
17718,Lebanon,potato,2001,215966,661.0,1816.0,20.29
17721,Lebanon,maize,2002,32435,661.0,1816.0,19.91
17722,Lebanon,potato,2002,234970,661.0,1816.0,19.91
17725,Lebanon,maize,2004,60000,661.0,1816.0,19.72
17726,Lebanon,potato,2004,255504,661.0,1816.0,19.72
17729,Lebanon,maize,2005,37778,661.0,1816.0,19.68
17730,Lebanon,potato,2005,259594,661.0,1816.0,19.68
17733,Lebanon,maize,2006,29524,661.0,1816.0,19.59
17734,Lebanon,potato,2006,200000,661.0,1816.0,19.59
17737,Lebanon,maize,2007,34444,661.0,1816.0,20.04
17738,Lebanon,potato,2007,256020,661.0,1816.0,20.04
17741,Lebanon,maize,2008,37778,661.0,1816.0,20.24
17742,Lebanon,potato,2008,256020,661.0,1816.0,20.24
17745,Lebanon,maize,2009,36210,661.0,1816.0,20.19
17746,Lebanon,potato,2009,224868,661.0,1816.0,20.19
17749,Lebanon,maize,2010,37199,661.0,1816.0,21.26
17750,Lebanon,potato,2010,238514,661.0,1816.0,21.26
17753,Lebanon,maize,2011,36468,661.0,1816.0,19.67
17754,Lebanon,potato,2011,239130,661.0,1816.0,19.67
17757,Lebanon,maize,2012,36025,661.0,1816.0,20.19
17758,Lebanon,potato,2012,233333,661.0,1816.0,20.19
17761,Lebanon,maize,2013,35621,661.0,1816.0,20.08
17762,Lebanon,potato,2013,260759,661.0,1816.0,20.08
17765,Lesotho,maize,1990,11000,788.0,0.3,14.48
17766,Lesotho,potato,1990,176905,788.0,0.3,14.48
17769,Lesotho,maize,1991,5408,788.0,0.3,14.66
17770,Lesotho,potato,1991,156250,788.0,0.3,14.66
17773,Lesotho,maize,1992,5792,788.0,0.3,15.16
17774,Lesotho,potato,1992,148649,788.0,0.3,15.16
17777,Lesotho,maize,1993,8875,788.0,0.3,14.95
17778,Lesotho,potato,1993,150000,788.0,0.3,14.95
17781,Lesotho,maize,1994,8629,788.0,0.3,14.22
17782,Lesotho,potato,1994,155556,788.0,0.3,14.22
17785,Lesotho,maize,1995,8126,788.0,0.3,14.55
17786,Lesotho,potato,1995,156169,788.0,0.3,14.55
17789,Lesotho,maize,1996,12490,788.0,0.3,13.93
17790,Lesotho,potato,1996,157202,788.0,0.3,13.93
17793,Lesotho,maize,1997,9857,788.0,0.3,14.28
17794,Lesotho,potato,1997,159574,788.0,0.3,14.28
17797,Lesotho,maize,1998,13171,788.0,0.3,14.81
17798,Lesotho,potato,1998,160000,788.0,0.3,14.81
17801,Lesotho,maize,1999,9410,788.0,0.3,15.34
17802,Lesotho,potato,1999,163462,788.0,0.3,15.34
17805,Lesotho,maize,2000,6773,788.0,0.3,14.37
17806,Lesotho,potato,2000,164151,788.0,0.3,14.37
17809,Lesotho,maize,2001,8913,788.0,0.3,14.62
17810,Lesotho,potato,2001,162963,788.0,0.3,14.62
17813,Lesotho,maize,2002,8088,788.0,0.3,14.69
17814,Lesotho,potato,2002,162858,788.0,0.3,14.69
17817,Lesotho,maize,2004,6347,788.0,0.3,14.91
17818,Lesotho,potato,2004,163654,788.0,0.3,14.91
17821,Lesotho,maize,2005,7011,788.0,0.53,14.89
17822,Lesotho,potato,2005,164086,788.0,0.53,14.89
17825,Lesotho,maize,2006,5974,788.0,5.25,14.18
17826,Lesotho,potato,2006,164720,788.0,5.25,14.18
17829,Lesotho,maize,2007,4877,788.0,35.27,14.81
17830,Lesotho,potato,2007,166071,788.0,35.27,14.81
17833,Lesotho,maize,2008,4349,788.0,37.44,14.74
17834,Lesotho,potato,2008,166379,788.0,37.44,14.74
17837,Lesotho,maize,2009,4159,788.0,77.7,14.62
17838,Lesotho,potato,2009,159649,788.0,77.7,14.62
17841,Lesotho,maize,2010,9071,788.0,80.07,15.23
17842,Lesotho,potato,2010,165000,788.0,80.07,15.23
17845,Lesotho,maize,2011,6344,788.0,175.27,14.32
17846,Lesotho,potato,2011,164706,788.0,175.27,14.32
17849,Lesotho,maize,2012,6712,788.0,271.84,14.62
17850,Lesotho,potato,2012,164286,788.0,271.84,14.62
17853,Lesotho,maize,2013,8227,788.0,62.32,14.03
17854,Lesotho,potato,2013,173611,788.0,62.32,14.03
17857,Libya,maize,1990,10000,56.0,87.0,19.6
17858,Libya,maize,1990,10000,56.0,87.0,20.53
17859,Libya,potato,1990,80556,56.0,87.0,19.6
17860,Libya,potato,1990,80556,56.0,87.0,20.53
17863,Libya,maize,1991,12417,56.0,87.0,18.96
17864,Libya,maize,1991,12417,56.0,87.0,19.47
17865,Libya,potato,1991,81319,56.0,87.0,18.96
17866,Libya,potato,1991,81319,56.0,87.0,19.47
17869,Libya,maize,1992,12627,56.0,87.0,19.03
17870,Libya,maize,1992,12627,56.0,87.0,19.67
17871,Libya,potato,1992,78947,56.0,87.0,19.03
17872,Libya,potato,1992,78947,56.0,87.0,19.67
17875,Libya,maize,1993,12878,56.0,87.0,19.51
17876,Libya,maize,1993,12878,56.0,87.0,20.12
17877,Libya,potato,1993,85822,56.0,87.0,19.51
17878,Libya,potato,1993,85822,56.0,87.0,20.12
17881,Libya,maize,1994,12387,56.0,87.0,19.86
17882,Libya,maize,1994,12387,56.0,87.0,20.55
17883,Libya,potato,1994,116667,56.0,87.0,19.86
17884,Libya,potato,1994,116667,56.0,87.0,20.55
17887,Libya,maize,1995,13239,56.0,87.0,19.47
17888,Libya,maize,1995,13239,56.0,87.0,20.03
17889,Libya,potato,1995,165267,56.0,87.0,19.47
17890,Libya,potato,1995,165267,56.0,87.0,20.03
17893,Libya,maize,1996,10526,56.0,87.0,19.24
17894,Libya,maize,1996,10526,56.0,87.0,20.21
17895,Libya,potato,1996,187273,56.0,87.0,19.24
17896,Libya,potato,1996,187273,56.0,87.0,20.21
17899,Libya,maize,1997,17500,56.0,255.0,19.3
17900,Libya,maize,1997,17500,56.0,255.0,20.32
17901,Libya,potato,1997,174212,56.0,255.0,19.3
17902,Libya,potato,1997,174212,56.0,255.0,20.32
17905,Libya,maize,1998,18000,56.0,1262.38,19.75
17906,Libya,maize,1998,18000,56.0,1262.38,20.24
17907,Libya,potato,1998,180000,56.0,1262.38,19.75
17908,Libya,potato,1998,180000,56.0,1262.38,20.24
17911,Libya,maize,1999,20000,56.0,2269.75,20.27
17912,Libya,maize,1999,20000,56.0,2269.75,21.08
17913,Libya,potato,1999,249910,56.0,2269.75,20.27
17914,Libya,potato,1999,249910,56.0,2269.75,21.08
17917,Libya,maize,2000,28900,56.0,3277.13,19.59
17918,Libya,maize,2000,28900,56.0,3277.13,20.37
